At Site 1, EPA exceedances of:       0.00000 at date: 1986-04-22 and time: 11:00
At Site 2, EPA exceedances of:       94.4444 at date: 1986-07-31 and time: 13:00
At Site 2, EPA exceedances of:       83.3333 at date: 1986-07-31 and time: 14:00
At Site 2, EPA exceedances of:       87.7778 at date: 1986-08-01 and time: 07:00
At Site 2, EPA exceedances of:       97.7778 at date: 1986-08-01 and time: 08:00
At Site 2, EPA exceedances of:       103.333 at date: 1986-08-01 and time: 09:00
At Site 2, EPA exceedances of:       105.556 at date: 1986-08-01 and time: 10:00
At Site 2, EPA exceedances of:       102.222 at date: 1986-08-01 and time: 11:00
At Site 2, EPA exceedances of:       96.6667 at date: 1986-08-01 and time: 12:00
At Site 2, EPA exceedances of:       87.7778 at date: 1986-08-01 and time: 13:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-04-23 and time: 11:00
At Site 3, EPA exceedances of:       83.3333 at date: 1986-04-23 and time: 12:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-04-23 and time: 13:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-04-23 and time: 14:00
At Site 3, EPA exceedances of:       81.1111 at date: 1986-05-20 and time: 09:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-05-20 and time: 10:00
At Site 3, EPA exceedances of:       81.1111 at date: 1986-05-20 and time: 11:00
At Site 3, EPA exceedances of:       87.7778 at date: 1986-05-21 and time: 08:00
At Site 3, EPA exceedances of:       91.1111 at date: 1986-05-21 and time: 09:00
At Site 3, EPA exceedances of:       91.1111 at date: 1986-05-21 and time: 10:00
At Site 3, EPA exceedances of:       88.8889 at date: 1986-05-21 and time: 12:00
At Site 3, EPA exceedances of:       85.5556 at date: 1986-05-21 and time: 13:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-05-21 and time: 14:00
At Site 3, EPA exceedances of:       84.4444 at date: 1986-06-12 and time: 08:00
At Site 3, EPA exceedances of:       93.3333 at date: 1986-06-12 and time: 09:00
At Site 3, EPA exceedances of:       100.000 at date: 1986-06-12 and time: 10:00
At Site 3, EPA exceedances of:       101.111 at date: 1986-06-12 and time: 11:00
At Site 3, EPA exceedances of:       96.6667 at date: 1986-06-12 and time: 12:00
At Site 3, EPA exceedances of:       91.1111 at date: 1986-06-12 and time: 13:00
At Site 3, EPA exceedances of:       84.4444 at date: 1986-06-12 and time: 14:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-06-13 and time: 10:00
At Site 3, EPA exceedances of:       83.3333 at date: 1986-06-13 and time: 11:00
At Site 3, EPA exceedances of:       81.1111 at date: 1986-06-13 and time: 12:00
At Site 3, EPA exceedances of:       83.3333 at date: 1986-06-24 and time: 08:00
At Site 3, EPA exceedances of:       84.4444 at date: 1986-06-24 and time: 09:00
At Site 3, EPA exceedances of:       83.3333 at date: 1986-06-24 and time: 10:00
At Site 3, EPA exceedances of:       85.5556 at date: 1986-06-25 and time: 07:00
At Site 3, EPA exceedances of:       91.1111 at date: 1986-06-25 and time: 08:00
At Site 3, EPA exceedances of:       94.4444 at date: 1986-06-25 and time: 09:00
At Site 3, EPA exceedances of:       92.2222 at date: 1986-06-25 and time: 10:00
At Site 3, EPA exceedances of:       86.6667 at date: 1986-06-25 and time: 11:00
At Site 3, EPA exceedances of:       81.1111 at date: 1986-07-20 and time: 09:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-07-20 and time: 10:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-07-21 and time: 09:00
At Site 3, EPA exceedances of:       85.5556 at date: 1986-07-21 and time: 10:00
At Site 3, EPA exceedances of:       84.4444 at date: 1986-07-21 and time: 11:00
At Site 3, EPA exceedances of:       82.2222 at date: 1986-07-21 and time: 12:00
